Category,City,Country,Customer ID,Customer Name,Market,Order Date,Order ID,Order Priority,Product ID,Product Name,Profit,Quantity,Sales,Segment,Ship Date,Ship Mode,Shipping Cost,State,Sub-Category,Week Number,Shipping Duration (Day),Region,Order Month,Order Quarter,Order Year,Sales Category,Location Key
Office Supplies,Los Angeles,United States,JP-161354,Julie Prescott,North America - US,12/31/2013,US-2013-111528,Medium,OFF-ST-10001526,Iceberg Mobile Mega Data/Printer Cart,125.1432,4,481,Home Office,12/31/2013,Same Day,56.65,California,Storage,53,0,North America - US - West,December,4,2013,Medium Sales,North America - US|United States|North America - US - West|California|Los Angeles
Office Supplies,Los Angeles,United States,CV-128054,Cynthia Voltz,North America - US,2/19/2014,CA-2014-164707,High,OFF-LA-10004345,Avery 493,4.8118,2,10,Corporate,2/22/2014,Second Class,2.16,California,Labels,8,3,North America - US - West,February,1,2014,Low Sales,North America - US|United States|North America - US - West|California|Los Angeles
Office Supplies,Los Angeles,United States,BT-115304,Bradley Talbott,North America - US,2/27/2014,CA-2014-117212,Medium,OFF-AP-10004532,Kensington 6 Outlet Guardian Standard Surge Protector,22.1184,4,82,Home Office,3/1/2014,Second Class,9.84,California,Appliances,9,2,North America - US - West,February,1,2014,Low Sales,North America - US|United States|North America - US - West|California|Los Angeles
Office Supplies,Los Angeles,United States,JK-153254,Jason Klamczynski,North America - US,3/19/2014,CA-2014-122007,Medium,OFF-AP-10000358,Fellowes Basic Home/Office Series Surge Protectors,26.3494,7,91,Corporate,3/21/2014,Second Class,6.89,California,Appliances,12,2,North America - US - West,March,1,2014,Low Sales,North America - US|United States|North America - US - West|California|Los Angeles
Office Supplies,Los Angeles,United States,SC-207254,Steven Cartwright,North America - US,3/22/2014,CA-2014-108539,High,OFF-ST-10003208,Adjustable Depth Letter/Legal Cart,210.4936,4,726,Consumer,3/24/2014,Second Class,58.05,California,Storage,12,2,North America - US - West,March,1,2014,High Sales,North America - US|United States|North America - US - West|California|Los Angeles
Office Supplies,Los Angeles,United States,DB-129703,Darren Budd,North America - US,5/4/2014,CA-2014-132178,Medium,OFF-ST-10000025,Fellowes Stor/Drawer Steel Plus Storage Drawers,45.8064,8,763,Corporate,5/9/2014,Second Class,50.46,California,Storage,19,5,North America - US - West,May,2,2014,High Sales,North America - US|United States|North America - US - West|California|Los Angeles
Office Supplies,Los Angeles,United States,DB-129703,Darren Budd,North America - US,5/4/2014,CA-2014-132178,Medium,OFF-ST-10000464,"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins",19.4656,2,70,Corporate,5/9/2014,Second Class,4.22,California,Storage,19,5,North America - US - West,May,2,2014,Low Sales,North America - US|United States|North America - US - West|California|Los Angeles
Office Supplies,Los Angeles,United States,MT-180704,Michelle Tran,North America - US,6/11/2014,CA-2014-140963,High,OFF-LA-10003923,Alphabetical Labels for Top Tab Filing,14.8,2,30,Home Office,6/14/2014,First Class,3.12,California,Labels,24,3,North America - US - West,June,2,2014,Low Sales,North America - US|United States|North America - US - West|California|Los Angeles
Office Supplies,Los Angeles,United States,ZD-219254,Zuschuss Donatelli,North America - US,6/12/2014,CA-2014-141481,High,OFF-AP-10004532,Kensington 6 Outlet Guardian Standard Surge Protector,16.5888,3,61,Consumer,6/15/2014,First Class,8.47,California,Appliances,24,3,North America - US - West,June,2,2014,Low Sales,North America - US|United States|North America - US - West|California|Los Angeles
Office Supplies,Los Angeles,United States,WB-218504,William Brown,North America - US,6/30/2014,CA-2014-138149,High,OFF-ST-10002974,"Trav-L-File Heavy-Duty Shuttle II, Black",39.213,3,131,Consumer,7/1/2014,First Class,34.83,California,Storage,27,1,North America - US - West,June,2,2014,Medium Sales,North America - US|United States|North America - US - West|California|Los Angeles
Office Supplies,Los Angeles,United States,GA-145154,George Ashbrook,North America - US,8/4/2014,US-2014-143175,Medium,OFF-ST-10003123,Fellowes Bases and Tops For Staxonsteel/High-Stak Systems,23.9688,3,100,Consumer,8/7/2014,Second Class,3.05,California,Storage,32,3,North America - US - West,August,3,2014,Medium Sales,North America - US|United States|North America - US - West|California|Los Angeles
Office Supplies,Los Angeles,United States,MH-172904,Marc Harrigan,North America - US,9/3/2014,CA-2014-169327,High,OFF-AP-10001492,"Acco Six-Outlet Power Strip, 4' Cord Length",11.206,5,43,Home Office,9/5/2014,Second Class,3.94,California,Appliances,36,2,North America - US - West,September,3,2014,Low Sales,North America - US|United States|North America - US - West|California|Los Angeles
Office Supplies,Los Angeles,United States,JB-160004,Joy Bell-,North America - US,9/15/2014,US-2014-157224,Medium,OFF-LA-10000121,Avery 48,26.082,9,57,Consumer,9/19/2014,Second Class,2.1,California,Labels,38,4,North America - US - West,September,3,2014,Low Sales,North America - US|United States|North America - US - West|California|Los Angeles
Office Supplies,Los Angeles,United States,BM-115754,Brendan Murry,North America - US,9/22/2014,CA-2014-165155,Critical,OFF-ST-10004950,"Tenex Personal Filing Tote With Secure Closure Lid, Black/Frost",3.8775,1,16,Corporate,9/24/2014,First Class,4.31,California,Storage,39,2,North America - US - West,September,3,2014,Low Sales,North America - US|United States|North America - US - West|California|Los Angeles
Office Supplies,Los Angeles,United States,AM-103604,Alice McCarthy,North America - US,12/3/2014,CA-2014-109701,High,OFF-AP-10002765,Fellowes Advanced Computer Series Surge Protectors,22.2516,3,79,Corporate,12/4/2014,Same Day,8.23,California,Appliances,49,1,North America - US - West,December,4,2014,Low Sales,North America - US|United States|North America - US - West|California|Los Angeles
Office Supplies,Los Angeles,United States,AT-104354,Alyssa Tate,North America - US,12/10/2014,CA-2014-102407,Medium,OFF-AP-10001394,Harmony Air Purifier,68.04,1,189,Home Office,12/14/2014,Second Class,14.17,California,Appliances,50,4,North America - US - West,December,4,2014,Medium Sales,North America - US|United States|North America - US - West|California|Los Angeles
Office Supplies,Los Angeles,United States,RB-194654,Rick Bensley,North America - US,12/17/2014,CA-2014-161578,High,OFF-ST-10002289,"Safco Wire Cube Shelving System, For Use as 4 or 5 14"" Cubes, Black",7.945,5,159,Home Office,12/22/2014,Second Class,15.27,California,Storage,51,5,North America - US - West,December,4,2014,Medium Sales,North America - US|United States|North America - US - West|California|Los Angeles
Office Supplies,Los Angeles,United States,JL-158354,John Lee,North America - US,4/18/2011,CA-2011-110849,High,OFF-FA-10000134,"Advantus Push Pins, Aluminum Head",3.6022,2,12,Consumer,4/23/2011,Standard Class,0.96,California,Fasteners,17,5,North America - US - West,April,2,2011,Low Sales,North America - US|United States|North America - US - West|California|Los Angeles
Office Supplies,Los Angeles,United States,MH-172904,Marc Harrigan,North America - US,4/26/2011,CA-2011-116785,High,OFF-LA-10000305,Avery 495,5.796,2,13,Home Office,4/30/2011,Standard Class,1.8,California,Labels,18,4,North America - US - West,April,2,2011,Low Sales,North America - US|United States|North America - US - West|California|Los Angeles
Office Supplies,Los Angeles,United States,GH-144104,Gary Hansen,North America - US,7/9/2011,CA-2011-114125,High,OFF-LA-10004559,Avery 49,1.4112,1,3,Home Office,7/13/2011,Standard Class,0.47,California,Labels,28,4,North America - US - West,July,3,2011,Low Sales,North America - US|United States|North America - US - West|California|Los Angeles
Office Supplies,Los Angeles,United States,GH-144104,Gary Hansen,North America - US,7/9/2011,CA-2011-114125,High,OFF-ST-10001505,"Perma STOR-ALL Hanging File Box, 13 1/8""W x 12 1/4""D x 10 1/2""H",4.0664,4,24,Home Office,7/13/2011,Standard Class,1.7,California,Storage,28,4,North America - US - West,July,3,2011,Low Sales,North America - US|United States|North America - US - West|California|Los Angeles
Office Supplies,Los Angeles,United States,BF-111704,Ben Ferrer,North America - US,7/12/2011,CA-2011-110184,High,OFF-ST-10000107,Fellowes Super Stor/Drawer,44.955,9,250,Home Office,7/16/2011,Standard Class,52.56,California,Storage,29,4,North America - US - West,July,3,2011,Medium Sales,North America - US|United States|North America - US - West|California|Los Angeles
Office Supplies,Los Angeles,United States,JM-152654,Janet Molinari,North America - US,8/25/2011,CA-2011-104178,High,OFF-ST-10004258,Portable Personal File Box,13.1868,4,49,Corporate,8/29/2011,Standard Class,3.81,California,Storage,35,4,North America - US - West,August,3,2011,Low Sales,North America - US|United States|North America - US - West|California|Los Angeles
Office Supplies,Los Angeles,United States,AP-109154,Arthur Prichep,North America - US,9/29/2011,CA-2011-146969,High,OFF-FA-10001561,Stockwell Push Pins,2.8776,4,9,Consumer,10/3/2011,Standard Class,1.29,California,Fasteners,40,4,North America - US - West,September,3,2011,Low Sales,North America - US|United States|North America - US - West|California|Los Angeles
Office Supplies,Los Angeles,United States,AP-109154,Arthur Prichep,North America - US,9/29/2011,CA-2011-146969,High,OFF-ST-10004340,"Fellowes Mobile File Cart, Black",16.7886,1,62,Consumer,10/3/2011,Standard Class,5.67,California,Storage,40,4,North America - US - West,September,3,2011,Low Sales,North America - US|United States|North America - US - West|California|Los Angeles
Office Supplies,Los Angeles,United States,GG-146504,Greg Guthrie,North America - US,10/31/2011,CA-2011-106439,High,OFF-FA-10002975,Staples,5.2164,3,11,Corporate,11/4/2011,Standard Class,1.2,California,Fasteners,45,4,North America - US - West,October,4,2011,Low Sales,North America - US|United States|North America - US - West|California|Los Angeles
Office Supplies,Los Angeles,United States,GG-146504,Greg Guthrie,North America - US,10/31/2011,CA-2011-106439,High,OFF-ST-10003996,"Letter/Legal File Tote with Clear Snap-On Lid, Black Granite",20.878,5,80,Corporate,11/4/2011,Standard Class,15.67,California,Storage,45,4,North America - US - West,October,4,2011,Low Sales,North America - US|United States|North America - US - West|California|Los Angeles
Office Supplies,Los Angeles,United States,GG-146504,Greg Guthrie,North America - US,10/31/2011,CA-2011-106439,High,OFF-ST-10001963,Tennsco Regal Shelving Units,12.1692,4,406,Corporate,11/4/2011,Standard Class,18.82,California,Storage,45,4,North America - US - West,October,4,2011,Medium Sales,North America - US|United States|North America - US - West|California|Los Angeles
Office Supplies,Los Angeles,United States,RD-195854,Rob Dowd,North America - US,2/16/2012,CA-2012-121776,High,OFF-LA-10002762,Avery 485,41.2237,7,88,Consumer,2/21/2012,Standard Class,9.83,California,Labels,7,5,North America - US - West,February,1,2012,Low Sales,North America - US|United States|North America - US - West|California|Los Angeles
Office Supplies,Los Angeles,United States,BT-113954,Bill Tyler,North America - US,4/13/2012,US-2012-120502,Low,OFF-AP-10004980,3M Replacement Filter for Office Air Cleaner for 20' x 33' Room,29.5776,2,76,Corporate,4/19/2012,Standard Class,8.99,California,Appliances,15,6,North America - US - West,April,2,2012,Low Sales,North America - US|United States|North America - US - West|California|Los Angeles
Office Supplies,Los Angeles,United States,LS-169454,Linda Southworth,North America - US,4/25/2012,CA-2012-115420,Low,OFF-EN-10003862,Laser & Ink Jet Business Envelopes,9.8164,2,21,Corporate,5/2/2012,Standard Class,2.31,California,Envelopes,17,7,North America - US - West,April,2,2012,Low Sales,North America - US|United States|North America - US - West|California|Los Angeles
Office Supplies,Los Angeles,United States,HG-150254,Hunter Glantz,North America - US,5/14/2012,CA-2012-165162,Low,OFF-ST-10003470,"Tennsco Snap-Together Open Shelving Units, Starter Sets and Add-On Units",55.896,4,1118,Consumer,5/21/2012,Standard Class,137.93,California,Storage,20,7,North America - US - West,May,2,2012,High Sales,North America - US|United States|North America - US - West|California|Los Angeles
Office Supplies,Los Angeles,United States,SB-201854,Sarah Brown,North America - US,5/22/2012,CA-2012-149846,High,OFF-LA-10004484,Avery 476,3.7996,2,8,Consumer,5/26/2012,Standard Class,0.8,California,Labels,21,4,North America - US - West,May,2,2012,Low Sales,North America - US|United States|North America - US - West|California|Los Angeles
Office Supplies,Los Angeles,United States,SB-201854,Sarah Brown,North America - US,5/22/2012,CA-2012-149846,High,OFF-ST-10002406,Pizazz Global Quick File,29.3412,7,105,Consumer,5/26/2012,Standard Class,13.18,California,Storage,21,4,North America - US - West,May,2,2012,Medium Sales,North America - US|United States|North America - US - West|California|Los Angeles
Office Supplies,Los Angeles,United States,CC-121454,Charles Crestani,North America - US,9/10/2012,CA-2012-132906,High,OFF-SU-10004498,Martin-Yale Premier Letter Opener,1.5456,4,52,Consumer,9/14/2012,Standard Class,7.75,California,Supplies,37,4,North America - US - West,September,3,2012,Low Sales,North America - US|United States|North America - US - West|California|Los Angeles
Office Supplies,Los Angeles,United States,AM-107054,Anne McFarland,North America - US,9/25/2012,CA-2012-100573,Low,OFF-EN-10000461,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",8.2156,2,17,Consumer,10/1/2012,Standard Class,1.73,California,Envelopes,39,6,North America - US - West,September,3,2012,Low Sales,North America - US|United States|North America - US - West|California|Los Angeles
Office Supplies,Los Angeles,United States,YS-218804,Yana Sorensen,North America - US,12/8/2012,CA-2012-129532,High,OFF-ST-10004186,"Stur-D-Stor Shelving, Vertical 5-Shelf: 72""H x 36""W x 18 1/2""D",4.4392,2,222,Corporate,12/12/2012,Standard Class,43.34,California,Storage,49,4,North America - US - West,December,4,2012,Medium Sales,North America - US|United States|North America - US - West|California|Los Angeles
Office Supplies,Los Angeles,United States,AG-109004,Arthur Gainer,North America - US,12/27/2012,CA-2012-148376,High,OFF-AP-10000240,Belkin F9G930V10-GRY 9 Outlet Surge,31.0184,2,107,Consumer,12/31/2012,Standard Class,11.51,California,Appliances,52,4,North America - US - West,December,4,2012,Medium Sales,North America - US|United States|North America - US - West|California|Los Angeles
